Bookmark
Bookmark this report: https://irmadev.nps.gov/Stats/SSRSReports/National%20Reports/Query%20Builder%20for%20Traffic%20Counts%20(1985%20-%20Last%20Calendar%20Year)

ParkName,UnitCode,ParkType,Region,TrafficCounter,Year,Month,TrafficCount,ParkNameTotal,UnitCodeTotal,ParkTypeTotal,RegionType,TrafficCountTotal,YearTotal,TrafficCountTotal
Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT MANZANITA,2021,1,"2,294",Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT MANZANITA,2021,"62,401"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT MANZANITA,2021,2,"1,109",Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT MANZANITA,2021,"62,401"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT MANZANITA,2021,3,"1,309",Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT MANZANITA,2021,"62,401"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT MANZANITA,2021,4,"3,856",Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT MANZANITA,2021,"62,401"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT MANZANITA,2021,5,"10,162",Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT MANZANITA,2021,"62,401"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT MANZANITA,2021,6,"17,710",Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT MANZANITA,2021,"62,401"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT MANZANITA,2021,7,"19,897",Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT MANZANITA,2021,"62,401"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT MANZANITA,2021,8,139,Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT MANZANITA,2021,"62,401"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT MANZANITA,2021,9,0,Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT MANZANITA,2021,"62,401"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT MANZANITA,2021,10,"2,540",Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT MANZANITA,2021,"62,401"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT MANZANITA,2021,11,"2,326",Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT MANZANITA,2021,"62,401"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT MANZANITA,2021,12,"1,059",Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT MANZANITA,2021,"62,401"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT SOUTHWEST,2021,1,"1,266",Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT SOUTHWEST,2021,"46,401"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT SOUTHWEST,2021,2,"1,838",Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT SOUTHWEST,2021,"46,401"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT SOUTHWEST,2021,3,"1,715",Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT SOUTHWEST,2021,"46,401"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT SOUTHWEST,2021,4,"2,510",Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT SOUTHWEST,2021,"46,401"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT SOUTHWEST,2021,5,"7,178",Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT SOUTHWEST,2021,"46,401"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT SOUTHWEST,2021,6,"13,384",Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT SOUTHWEST,2021,"46,401"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT SOUTHWEST,2021,7,"13,182",Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT SOUTHWEST,2021,"46,401"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT SOUTHWEST,2021,8,122,Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT SOUTHWEST,2021,"46,401"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT SOUTHWEST,2021,9,0,Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT SOUTHWEST,2021,"46,401"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT SOUTHWEST,2021,10,"2,487",Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT SOUTHWEST,2021,"46,401"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT SOUTHWEST,2021,11,"1,577",Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT SOUTHWEST,2021,"46,401"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT SOUTHWEST,2021,12,"1,142",Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT SOUTHWEST,2021,"46,401"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT WARNER VALLEY,2021,1,0,Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT WARNER VALLEY,2021,"8,608"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT WARNER VALLEY,2021,2,0,Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT WARNER VALLEY,2021,"8,608"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT WARNER VALLEY,2021,3,0,Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT WARNER VALLEY,2021,"8,608"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT WARNER VALLEY,2021,4,0,Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT WARNER VALLEY,2021,"8,608"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT WARNER VALLEY,2021,5,354,Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT WARNER VALLEY,2021,"8,608"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT WARNER VALLEY,2021,6,"3,566",Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT WARNER VALLEY,2021,"8,608"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT WARNER VALLEY,2021,7,"4,688",Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT WARNER VALLEY,2021,"8,608"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT WARNER VALLEY,2021,8,0,Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT WARNER VALLEY,2021,"8,608"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT WARNER VALLEY,2021,9,0,Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT WARNER VALLEY,2021,"8,608"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT WARNER VALLEY,2021,10,0,Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT WARNER VALLEY,2021,"8,608"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT WARNER VALLEY,2021,11,0,Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT WARNER VALLEY,2021,"8,608"
Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT WARNER VALLEY,2021,12,0,Lassen Volcanic NP,LAVO,National Park,Pacific West ,TRAFFIC COUNT AT WARNER VALLEY,2021,"8,608"
Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT HILL ROAD,2021,1,"1,536",Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT HILL ROAD,2021,"24,094"
Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT HILL ROAD,2021,2,"1,219",Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT HILL ROAD,2021,"24,094"
Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT HILL ROAD,2021,3,"1,219",Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT HILL ROAD,2021,"24,094"
Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT HILL ROAD,2021,4,"1,918",Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT HILL ROAD,2021,"24,094"
Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT HILL ROAD,2021,5,"2,813",Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT HILL ROAD,2021,"24,094"
Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT HILL ROAD,2021,6,"3,387",Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT HILL ROAD,2021,"24,094"
Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT HILL ROAD,2021,7,"3,542",Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT HILL ROAD,2021,"24,094"
Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT HILL ROAD,2021,8,"1,520",Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT HILL ROAD,2021,"24,094"
Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT HILL ROAD,2021,9,"2,162",Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT HILL ROAD,2021,"24,094"
Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT HILL ROAD,2021,10,"1,827",Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT HILL ROAD,2021,"24,094"
Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT HILL ROAD,2021,11,"1,851",Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT HILL ROAD,2021,"24,094"
Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT HILL ROAD,2021,12,"1,100",Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT HILL ROAD,2021,"24,094"
Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT MEDICINE LAKE ROAD,2021,1,0,Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT MEDICINE LAKE ROAD,2021,"2,491"
Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT MEDICINE LAKE ROAD,2021,2,0,Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT MEDICINE LAKE ROAD,2021,"2,491"
Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT MEDICINE LAKE ROAD,2021,3,0,Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT MEDICINE LAKE ROAD,2021,"2,491"
Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT MEDICINE LAKE ROAD,2021,4,0,Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT MEDICINE LAKE ROAD,2021,"2,491"
Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT MEDICINE LAKE ROAD,2021,5,400,Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT MEDICINE LAKE ROAD,2021,"2,491"
Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT MEDICINE LAKE ROAD,2021,6,900,Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT MEDICINE LAKE ROAD,2021,"2,491"
Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT MEDICINE LAKE ROAD,2021,7,765,Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT MEDICINE LAKE ROAD,2021,"2,491"
Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT MEDICINE LAKE ROAD,2021,8,49,Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT MEDICINE LAKE ROAD,2021,"2,491"
Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT MEDICINE LAKE ROAD,2021,9,0,Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT MEDICINE LAKE ROAD,2021,"2,491"
Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT MEDICINE LAKE ROAD,2021,10,377,Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT MEDICINE LAKE ROAD,2021,"2,491"
Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT MEDICINE LAKE ROAD,2021,11,0,Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT MEDICINE LAKE ROAD,2021,"2,491"
Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT MEDICINE LAKE ROAD,2021,12,0,Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT MEDICINE LAKE ROAD,2021,"2,491"
Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT NORTHEAST ENTRANCE (CAPTAIN JACK'S),2021,1,339,Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT NORTHEAST ENTRANCE (CAPTAIN JACK'S),2021,"5,155"
Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT NORTHEAST ENTRANCE (CAPTAIN JACK'S),2021,2,360,Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT NORTHEAST ENTRANCE (CAPTAIN JACK'S),2021,"5,155"
Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT NORTHEAST ENTRANCE (CAPTAIN JACK'S),2021,3,360,Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT NORTHEAST ENTRANCE (CAPTAIN JACK'S),2021,"5,155"
Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT NORTHEAST ENTRANCE (CAPTAIN JACK'S),2021,4,408,Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT NORTHEAST ENTRANCE (CAPTAIN JACK'S),2021,"5,155"
Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT NORTHEAST ENTRANCE (CAPTAIN JACK'S),2021,5,516,Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT NORTHEAST ENTRANCE (CAPTAIN JACK'S),2021,"5,155"
Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT NORTHEAST ENTRANCE (CAPTAIN JACK'S),2021,6,552,Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT NORTHEAST ENTRANCE (CAPTAIN JACK'S),2021,"5,155"
Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT NORTHEAST ENTRANCE (CAPTAIN JACK'S),2021,7,607,Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT NORTHEAST ENTRANCE (CAPTAIN JACK'S),2021,"5,155"
Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT NORTHEAST ENTRANCE (CAPTAIN JACK'S),2021,8,286,Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT NORTHEAST ENTRANCE (CAPTAIN JACK'S),2021,"5,155"
Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT NORTHEAST ENTRANCE (CAPTAIN JACK'S),2021,9,384,Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT NORTHEAST ENTRANCE (CAPTAIN JACK'S),2021,"5,155"
Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT NORTHEAST ENTRANCE (CAPTAIN JACK'S),2021,10,496,Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT NORTHEAST ENTRANCE (CAPTAIN JACK'S),2021,"5,155"
Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT NORTHEAST ENTRANCE (CAPTAIN JACK'S),2021,11,397,Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT NORTHEAST ENTRANCE (CAPTAIN JACK'S),2021,"5,155"
Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT NORTHEAST ENTRANCE (CAPTAIN JACK'S),2021,12,450,Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT NORTHEAST ENTRANCE (CAPTAIN JACK'S),2021,"5,155"
Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT PETROGLYPH POINT,2021,1,25,Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT PETROGLYPH POINT,2021,"1,365"
Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT PETROGLYPH POINT,2021,2,25,Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT PETROGLYPH POINT,2021,"1,365"
Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT PETROGLYPH POINT,2021,3,40,Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT PETROGLYPH POINT,2021,"1,365"
Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT PETROGLYPH POINT,2021,4,45,Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT PETROGLYPH POINT,2021,"1,365"
Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT PETROGLYPH POINT,2021,5,50,Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT PETROGLYPH POINT,2021,"1,365"
Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT PETROGLYPH POINT,2021,6,55,Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT PETROGLYPH POINT,2021,"1,365"
Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT PETROGLYPH POINT,2021,7,60,Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT PETROGLYPH POINT,2021,"1,365"
Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT PETROGLYPH POINT,2021,8,60,Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT PETROGLYPH POINT,2021,"1,365"
Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT PETROGLYPH POINT,2021,9,55,Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT PETROGLYPH POINT,2021,"1,365"
Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT PETROGLYPH POINT,2021,10,900,Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT PETROGLYPH POINT,2021,"1,365"
Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT PETROGLYPH POINT,2021,11,30,Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT PETROGLYPH POINT,2021,"1,365"
Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT PETROGLYPH POINT,2021,12,20,Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT PETROGLYPH POINT,2021,"1,365"
Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT SAND BUTTE ROAD,2021,1,277,Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT SAND BUTTE ROAD,2021,"6,248"
Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT SAND BUTTE ROAD,2021,2,248,Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT SAND BUTTE ROAD,2021,"6,248"
Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT SAND BUTTE ROAD,2021,3,248,Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT SAND BUTTE ROAD,2021,"6,248"
Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT SAND BUTTE ROAD,2021,4,"1,309",Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT SAND BUTTE ROAD,2021,"6,248"
Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT SAND BUTTE ROAD,2021,5,"1,556",Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT SAND BUTTE ROAD,2021,"6,248"
Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT SAND BUTTE ROAD,2021,6,223,Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT SAND BUTTE ROAD,2021,"6,248"
Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT SAND BUTTE ROAD,2021,7,"1,296",Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT SAND BUTTE ROAD,2021,"6,248"
Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT SAND BUTTE ROAD,2021,8,218,Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT SAND BUTTE ROAD,2021,"6,248"
Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT SAND BUTTE ROAD,2021,9,281,Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT SAND BUTTE ROAD,2021,"6,248"
Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT SAND BUTTE ROAD,2021,10,250,Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT SAND BUTTE ROAD,2021,"6,248"
Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT SAND BUTTE ROAD,2021,11,342,Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT SAND BUTTE ROAD,2021,"6,248"
Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT SAND BUTTE ROAD,2021,12,0,Lava Beds NM,LABE,National Monument,Pacific West ,TRAFFIC COUNT AT SAND BUTTE ROAD,2021,"6,248"
LBJ Memorial Grove on the Potomac,LYBA,National Memorial,National Capital ,TRAFFIC COUNT AT ACCESS ROAD TO COLUMBIA/GROVE,2021,1,"12,000",LBJ Memorial Grove on the Potomac,LYBA,National Memorial,National Capital ,TRAFFIC COUNT AT ACCESS ROAD TO COLUMBIA/GROVE,2021,"172,500"
LBJ Memorial Grove on the Potomac,LYBA,National Memorial,National Capital ,TRAFFIC COUNT AT ACCESS ROAD TO COLUMBIA/GROVE,2021,2,"5,500",LBJ Memorial Grove on the Potomac,LYBA,National Memorial,National Capital ,TRAFFIC COUNT AT ACCESS ROAD TO COLUMBIA/GROVE,2021,"172,500"
LBJ Memorial Grove on the Potomac,LYBA,National Memorial,National Capital ,TRAFFIC COUNT AT ACCESS ROAD TO COLUMBIA/GROVE,2021,3,"12,000",LBJ Memorial Grove on the Potomac,LYBA,National Memorial,National Capital ,TRAFFIC COUNT AT ACCESS ROAD TO COLUMBIA/GROVE,2021,"172,500"
LBJ Memorial Grove on the Potomac,LYBA,National Memorial,National Capital ,TRAFFIC COUNT AT ACCESS ROAD TO COLUMBIA/GROVE,2021,4,"10,000",LBJ Memorial Grove on the Potomac,LYBA,National Memorial,National Capital ,TRAFFIC COUNT AT ACCESS ROAD TO COLUMBIA/GROVE,2021,"172,500"
LBJ Memorial Grove on the Potomac,LYBA,National Memorial,National Capital ,TRAFFIC COUNT AT ACCESS ROAD TO COLUMBIA/GROVE,2021,5,"14,000",LBJ Memorial Grove on the Potomac,LYBA,National Memorial,National Capital ,TRAFFIC COUNT AT ACCESS ROAD TO COLUMBIA/GROVE,2021,"172,500"
LBJ Memorial Grove on the Potomac,LYBA,National Memorial,National Capital ,TRAFFIC COUNT AT ACCESS ROAD TO COLUMBIA/GROVE,2021,6,"18,000",LBJ Memorial Grove on the Potomac,LYBA,National Memorial,National Capital ,TRAFFIC COUNT AT ACCESS ROAD TO COLUMBIA/GROVE,2021,"172,500"
LBJ Memorial Grove on the Potomac,LYBA,National Memorial,National Capital ,TRAFFIC COUNT AT ACCESS ROAD TO COLUMBIA/GROVE,2021,7,"20,000",LBJ Memorial Grove on the Potomac,LYBA,National Memorial,National Capital ,TRAFFIC COUNT AT ACCESS ROAD TO COLUMBIA/GROVE,2021,"172,500"
LBJ Memorial Grove on the Potomac,LYBA,National Memorial,National Capital ,TRAFFIC COUNT AT ACCESS ROAD TO COLUMBIA/GROVE,2021,8,"17,000",LBJ Memorial Grove on the Potomac,LYBA,National Memorial,National Capital ,TRAFFIC COUNT AT ACCESS ROAD TO COLUMBIA/GROVE,2021,"172,500"
LBJ Memorial Grove on the Potomac,LYBA,National Memorial,National Capital ,TRAFFIC COUNT AT ACCESS ROAD TO COLUMBIA/GROVE,2021,9,"17,000",LBJ Memorial Grove on the Potomac,LYBA,National Memorial,National Capital ,TRAFFIC COUNT AT ACCESS ROAD TO COLUMBIA/GROVE,2021,"172,500"
LBJ Memorial Grove on the Potomac,LYBA,National Memorial,National Capital ,TRAFFIC COUNT AT ACCESS ROAD TO COLUMBIA/GROVE,2021,10,"18,000",LBJ Memorial Grove on the Potomac,LYBA,National Memorial,National Capital ,TRAFFIC COUNT AT ACCESS ROAD TO COLUMBIA/GROVE,2021,"172,500"
LBJ Memorial Grove on the Potomac,LYBA,National Memorial,National Capital ,TRAFFIC COUNT AT ACCESS ROAD TO COLUMBIA/GROVE,2021,11,"17,000",LBJ Memorial Grove on the Potomac,LYBA,National Memorial,National Capital ,TRAFFIC COUNT AT ACCESS ROAD TO COLUMBIA/GROVE,2021,"172,500"
LBJ Memorial Grove on the Potomac,LYBA,National Memorial,National Capital ,TRAFFIC COUNT AT ACCESS ROAD TO COLUMBIA/GROVE,2021,12,"12,000",LBJ Memorial Grove on the Potomac,LYBA,National Memorial,National Capital ,TRAFFIC COUNT AT ACCESS ROAD TO COLUMBIA/GROVE,2021,"172,500"
Lewis & Clark NHP,LEWI,National Historical Park,Pacific West ,TRAFFIC COUNT AT NETUL LANDING,2021,1,"1,603",Lewis & Clark NHP,LEWI,National Historical Park,Pacific West ,TRAFFIC COUNT AT NETUL LANDING,2021,"23,592"
