Bookmark
Bookmark this report: https://irmadev.nps.gov/Stats/SSRSReports/National%20Reports/Query%20Builder%20for%20Traffic%20Counts%20(1985%20-%20Last%20Calendar%20Year)

ParkName,UnitCode,ParkType,Region,TrafficCounter,Year,Month,TrafficCount,ParkNameTotal,UnitCodeTotal,ParkTypeTotal,RegionType,TrafficCountTotal,YearTotal,TrafficCountTotal
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT KENDALL LAKE,2021,11,"4,000",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT KENDALL LAKE,2021,"47,485"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT KENDALL LAKE,2021,12,"3,000",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT KENDALL LAKE,2021,"47,485"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LEDGES,2021,1,"2,317",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LEDGES,2021,"91,748"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LEDGES,2021,2,"1,645",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LEDGES,2021,"91,748"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LEDGES,2021,3,"4,104",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LEDGES,2021,"91,748"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LEDGES,2021,4,"8,521",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LEDGES,2021,"91,748"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LEDGES,2021,5,"10,038",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LEDGES,2021,"91,748"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LEDGES,2021,6,"14,936",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LEDGES,2021,"91,748"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LEDGES,2021,7,"9,000",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LEDGES,2021,"91,748"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LEDGES,2021,8,"11,687",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LEDGES,2021,"91,748"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LEDGES,2021,9,"9,000",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LEDGES,2021,"91,748"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LEDGES,2021,10,"9,000",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LEDGES,2021,"91,748"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LEDGES,2021,11,"7,500",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LEDGES,2021,"91,748"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LEDGES,2021,12,"4,000",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LEDGES,2021,"91,748"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 29 OVERFLOW,2021,1,521,Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 29 OVERFLOW,2021,"19,663"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 29 OVERFLOW,2021,2,"1,009",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 29 OVERFLOW,2021,"19,663"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 29 OVERFLOW,2021,3,"4,792",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 29 OVERFLOW,2021,"19,663"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 29 OVERFLOW,2021,4,"1,054",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 29 OVERFLOW,2021,"19,663"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 29 OVERFLOW,2021,5,987,Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 29 OVERFLOW,2021,"19,663"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 29 OVERFLOW,2021,6,"1,100",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 29 OVERFLOW,2021,"19,663"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 29 OVERFLOW,2021,7,"2,500",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 29 OVERFLOW,2021,"19,663"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 29 OVERFLOW,2021,8,"2,000",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 29 OVERFLOW,2021,"19,663"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 29 OVERFLOW,2021,9,"2,000",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 29 OVERFLOW,2021,"19,663"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 29 OVERFLOW,2021,10,"2,000",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 29 OVERFLOW,2021,"19,663"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 29 OVERFLOW,2021,11,700,Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 29 OVERFLOW,2021,"19,663"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 29 OVERFLOW,2021,12,"1,000",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 29 OVERFLOW,2021,"19,663"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 29 TRAILHEAD,2021,1,"1,492",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 29 TRAILHEAD,2021,"48,268"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 29 TRAILHEAD,2021,2,"2,178",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 29 TRAILHEAD,2021,"48,268"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 29 TRAILHEAD,2021,3,"3,301",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 29 TRAILHEAD,2021,"48,268"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 29 TRAILHEAD,2021,4,"2,301",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 29 TRAILHEAD,2021,"48,268"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 29 TRAILHEAD,2021,5,"3,201",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 29 TRAILHEAD,2021,"48,268"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 29 TRAILHEAD,2021,6,"2,300",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 29 TRAILHEAD,2021,"48,268"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 29 TRAILHEAD,2021,7,"9,000",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 29 TRAILHEAD,2021,"48,268"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 29 TRAILHEAD,2021,8,"7,139",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 29 TRAILHEAD,2021,"48,268"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 29 TRAILHEAD,2021,9,"5,356",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 29 TRAILHEAD,2021,"48,268"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 29 TRAILHEAD,2021,10,"6,200",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 29 TRAILHEAD,2021,"48,268"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 29 TRAILHEAD,2021,11,"2,800",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 29 TRAILHEAD,2021,"48,268"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 29 TRAILHEAD,2021,12,"3,000",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 29 TRAILHEAD,2021,"48,268"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 39 TRAILHEAD,2021,1,"1,875",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 39 TRAILHEAD,2021,"65,201"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 39 TRAILHEAD,2021,2,"2,319",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 39 TRAILHEAD,2021,"65,201"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 39 TRAILHEAD,2021,3,"4,928",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 39 TRAILHEAD,2021,"65,201"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 39 TRAILHEAD,2021,4,"6,317",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 39 TRAILHEAD,2021,"65,201"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 39 TRAILHEAD,2021,5,"7,298",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 39 TRAILHEAD,2021,"65,201"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 39 TRAILHEAD,2021,6,"6,553",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 39 TRAILHEAD,2021,"65,201"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 39 TRAILHEAD,2021,7,"9,000",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 39 TRAILHEAD,2021,"65,201"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 39 TRAILHEAD,2021,8,"6,911",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 39 TRAILHEAD,2021,"65,201"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 39 TRAILHEAD,2021,9,"5,500",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 39 TRAILHEAD,2021,"65,201"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 39 TRAILHEAD,2021,10,"7,000",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 39 TRAILHEAD,2021,"65,201"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 39 TRAILHEAD,2021,11,"4,500",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 39 TRAILHEAD,2021,"65,201"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 39 TRAILHEAD,2021,12,"3,000",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT LOCK 39 TRAILHEAD,2021,"65,201"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT OAK HILL,2021,1,"1,007",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT OAK HILL,2021,"30,197"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT OAK HILL,2021,2,"1,097",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT OAK HILL,2021,"30,197"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT OAK HILL,2021,3,"1,187",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT OAK HILL,2021,"30,197"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT OAK HILL,2021,4,"2,119",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT OAK HILL,2021,"30,197"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT OAK HILL,2021,5,"2,107",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT OAK HILL,2021,"30,197"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT OAK HILL,2021,6,"8,230",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT OAK HILL,2021,"30,197"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT OAK HILL,2021,7,"2,750",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT OAK HILL,2021,"30,197"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT OAK HILL,2021,8,"3,000",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT OAK HILL,2021,"30,197"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT OAK HILL,2021,9,"2,900",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT OAK HILL,2021,"30,197"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT OAK HILL,2021,10,"2,600",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT OAK HILL,2021,"30,197"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT OAK HILL,2021,11,"2,000",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT OAK HILL,2021,"30,197"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT OAK HILL,2021,12,"1,200",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT OAK HILL,2021,"30,197"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT PINE HOLLOW EAST,2021,1,893,Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT PINE HOLLOW EAST,2021,"25,930"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT PINE HOLLOW EAST,2021,2,"1,261",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT PINE HOLLOW EAST,2021,"25,930"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT PINE HOLLOW EAST,2021,3,"2,352",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT PINE HOLLOW EAST,2021,"25,930"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT PINE HOLLOW EAST,2021,4,"2,356",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT PINE HOLLOW EAST,2021,"25,930"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT PINE HOLLOW EAST,2021,5,"3,718",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT PINE HOLLOW EAST,2021,"25,930"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT PINE HOLLOW EAST,2021,6,"3,600",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT PINE HOLLOW EAST,2021,"25,930"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT PINE HOLLOW EAST,2021,7,"4,500",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT PINE HOLLOW EAST,2021,"25,930"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT PINE HOLLOW EAST,2021,8,"3,000",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT PINE HOLLOW EAST,2021,"25,930"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT PINE HOLLOW EAST,2021,9,"1,700",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT PINE HOLLOW EAST,2021,"25,930"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT PINE HOLLOW EAST,2021,10,850,Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT PINE HOLLOW EAST,2021,"25,930"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT PINE HOLLOW EAST,2021,11,800,Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT PINE HOLLOW EAST,2021,"25,930"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT PINE HOLLOW EAST,2021,12,900,Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT PINE HOLLOW EAST,2021,"25,930"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT PINE HOLLOW WEST,2021,1,"1,162",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT PINE HOLLOW WEST,2021,"35,793"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT PINE HOLLOW WEST,2021,2,"1,725",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT PINE HOLLOW WEST,2021,"35,793"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT PINE HOLLOW WEST,2021,3,"3,598",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT PINE HOLLOW WEST,2021,"35,793"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT PINE HOLLOW WEST,2021,4,"3,712",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT PINE HOLLOW WEST,2021,"35,793"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT PINE HOLLOW WEST,2021,5,"4,250",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT PINE HOLLOW WEST,2021,"35,793"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT PINE HOLLOW WEST,2021,6,"4,544",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT PINE HOLLOW WEST,2021,"35,793"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT PINE HOLLOW WEST,2021,7,"3,478",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT PINE HOLLOW WEST,2021,"35,793"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT PINE HOLLOW WEST,2021,8,"3,793",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT PINE HOLLOW WEST,2021,"35,793"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT PINE HOLLOW WEST,2021,9,"3,531",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT PINE HOLLOW WEST,2021,"35,793"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT PINE HOLLOW WEST,2021,10,"2,500",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT PINE HOLLOW WEST,2021,"35,793"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT PINE HOLLOW WEST,2021,11,"1,500",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT PINE HOLLOW WEST,2021,"35,793"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT PINE HOLLOW WEST,2021,12,"2,000",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT PINE HOLLOW WEST,2021,"35,793"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT REDLOCK TRAILHEAD,2021,1,897,Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT REDLOCK TRAILHEAD,2021,"24,190"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT REDLOCK TRAILHEAD,2021,2,"1,274",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT REDLOCK TRAILHEAD,2021,"24,190"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT REDLOCK TRAILHEAD,2021,3,"1,812",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT REDLOCK TRAILHEAD,2021,"24,190"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT REDLOCK TRAILHEAD,2021,4,"2,105",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT REDLOCK TRAILHEAD,2021,"24,190"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT REDLOCK TRAILHEAD,2021,5,"3,178",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT REDLOCK TRAILHEAD,2021,"24,190"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT REDLOCK TRAILHEAD,2021,6,"2,209",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT REDLOCK TRAILHEAD,2021,"24,190"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT REDLOCK TRAILHEAD,2021,7,"2,182",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT REDLOCK TRAILHEAD,2021,"24,190"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT REDLOCK TRAILHEAD,2021,8,"2,800",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT REDLOCK TRAILHEAD,2021,"24,190"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT REDLOCK TRAILHEAD,2021,9,"2,983",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT REDLOCK TRAILHEAD,2021,"24,190"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT REDLOCK TRAILHEAD,2021,10,"2,000",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT REDLOCK TRAILHEAD,2021,"24,190"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT REDLOCK TRAILHEAD,2021,11,"1,250",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT REDLOCK TRAILHEAD,2021,"24,190"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT REDLOCK TRAILHEAD,2021,12,"1,500",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT REDLOCK TRAILHEAD,2021,"24,190"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT STATION ROAD TRAILHEAD,2021,1,"5,101",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT STATION ROAD TRAILHEAD,2021,"138,471"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT STATION ROAD TRAILHEAD,2021,2,"6,109",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT STATION ROAD TRAILHEAD,2021,"138,471"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT STATION ROAD TRAILHEAD,2021,3,"9,752",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT STATION ROAD TRAILHEAD,2021,"138,471"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT STATION ROAD TRAILHEAD,2021,4,"8,256",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT STATION ROAD TRAILHEAD,2021,"138,471"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT STATION ROAD TRAILHEAD,2021,5,"9,753",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT STATION ROAD TRAILHEAD,2021,"138,471"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT STATION ROAD TRAILHEAD,2021,6,"18,000",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT STATION ROAD TRAILHEAD,2021,"138,471"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT STATION ROAD TRAILHEAD,2021,7,"18,500",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT STATION ROAD TRAILHEAD,2021,"138,471"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT STATION ROAD TRAILHEAD,2021,8,"17,000",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT STATION ROAD TRAILHEAD,2021,"138,471"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT STATION ROAD TRAILHEAD,2021,9,"15,000",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT STATION ROAD TRAILHEAD,2021,"138,471"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT STATION ROAD TRAILHEAD,2021,10,"18,000",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT STATION ROAD TRAILHEAD,2021,"138,471"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT STATION ROAD TRAILHEAD,2021,11,"9,000",Cuyahoga Valley NP,CUVA,National Park,Midwest ,TRAFFIC COUNT AT STATION ROAD TRAILHEAD,2021,"138,471"
